Major,Requirement,Course Code,Course Title,Credits
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 353,"Lovers, Warriors and Monks: Survey of Japanese Literature",
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 354,Early Modern Japanese Literature,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 355,Modern Japanese Literature,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 357,Japanese Ghost Stories,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 358,Language in Japanese Society,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 361,Love and Politics: The Tale of Genji,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 367,Haiku,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 373,Topics in Japanese: Study Abroad,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 376,Manga,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 378,Anime,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 434,Introduction to Japanese Linguistics,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,HISTORY 454,Samurai: History and Image,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,HISTORY 456,"Pearl Harbor & Hiroshima: Japan, the US & The Crisis in Asia",
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIALANG 313,Classical Japanese,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ANTHRO 357,Introduction to the Anthropology of Japan,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,HIST 372,Arts of Japan,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,LITTRANS 373,Topics in Japanese Literature,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,LITTRANS 368,Modern Japanese Fiction,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ST 505,"The Perfectible Body in Religions, Medicines, and Politics",
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 533,Readings in Early Modern Japanese Literature,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 563,Readings in Modern Japanese Literature,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 573,Readings in Classical Japanese Literature,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 655,Ethnography in Asia,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 682,Senior Honors Thesis,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 692,Senior Thesis,
"Japanese, B.A.",Non–L&S students pursuing an L&S major,ASIAN 699,Directed Study,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 103,First Semester Japanese,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 113,First Semester Elementary Japaneseand  Second Semester Elementary Japanese,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 104,Second Semester Japanese,4
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 203,Third Semester Japanese,4
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 204,Fourth Semester Japanese,4
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 303,Fifth Semester Japanese,4
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 313,Classical Japanese,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 375,Advanced Japanese: Solidifying the Foundations,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 376,Japanese Conversation,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 377,Business Japanese Communication,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 451,Advanced Readings in Japanese,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 452,Advanced Japanese through Audio-Visual Media,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 100,Gateway to Asia: Special Topics,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,HISTORY 104,Introduction to East Asian History: Japan,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 203,Lost in Translation: Western Experience in Asia,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ST 236,"Asia Enchanted: Ghosts, Gods, and Monsters",
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 253,Japanese Popular Culture,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,SCI 255,Introduction to East Asian Civilizations,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ST 267,Asian Religions in Global Perspective,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,HIST 203,Survey of Asian Art,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 353,"Lovers, Warriors and Monks: Survey of Japanese Literature",
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 354,Early Modern Japanese Literature,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 355,Modern Japanese Literature,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 357,Japanese Ghost Stories,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 358,Language in Japanese Society,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 361,Love and Politics: The Tale of Genji,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 367,Haiku,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 373,Topics in Japanese: Study Abroad,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 376,Manga,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 378,Anime,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 434,Introduction to Japanese Linguistics,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,HISTORY 454,Samurai: History and Image,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,HISTORY 456,"Pearl Harbor & Hiroshima: Japan, the US & The Crisis in Asia",
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIALANG 313,Classical Japanese,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ANTHRO 357,Introduction to the Anthropology of Japan,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,HIST 372,Arts of Japan,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,LITTRANS 373,Topics in Japanese Literature,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,LITTRANS 368,Modern Japanese Fiction,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ST 505,"The Perfectible Body in Religions, Medicines, and Politics",
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 533,Readings in Early Modern Japanese Literature,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 563,Readings in Modern Japanese Literature,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 573,Readings in Classical Japanese Literature,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 655,Ethnography in Asia,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 682,Senior Honors Thesis,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 692,Senior Thesis,
"Japanese, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASIAN 699,Directed Study,
"Jewish Studies, B.A.",Non–L&S students pursuing an L&S major,ST 203,"Jewish Law, Business, and Ethics",
"Jewish Studies, B.A.",Non–L&S students pursuing an L&S major,ST 211,Introduction to Judaism,
"Jewish Studies, B.A.",Gateway Course,ST 203,"Jewish Law, Business, and Ethics",
"Jewish Studies, B.A.",Gateway Course,ST 211,Introduction to Judaism,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",LITTRANS 269,Yiddish Literature and Culture in Europe,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ST 278,Food in Rabbinic Judaism,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",LITTRANS 279,Yiddish Literature and Culture in America,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",LITTRANS 318,Modern Jewish Literature,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ST 340,The American Jewish Life of DNA,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ENGL 370,Jewish Humor,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ST 435,Jewish Philosophy from Antiquity to the Seventeenth Century,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",GERMAN 510,German-Jewish Culture Since the 18th Century,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ENGL 539,Jewish Literatures in Diaspora,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ENGL 593,Literature of Jewish Identity in America,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ST 227,Introduction to Biblical Literature (in English),
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",JEWISH 230,Elementary Topics in Jewish Literature,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",JEWISH 232,Elementary Topics in Jewish Philosophy and the Arts,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",JEWISH 236,Bascom Course,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",MOD 301,Introduction to Hebrew Literature,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",MOD 302,Introduction to Hebrew Literature,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ST 328,Classical Rabbinic Literature in Translation,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ST 332,Prophets of the Bible,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ST 335,King David in History and Tradition,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",ST 346,Jewish Literature of the Greco-Roman Period,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",JEWISH 356,"Jerusalem, Holy City of Conflict and Desire",
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",LITTRANS 367,Israeli Fiction in Translation,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",MOD 401,Topics in Modern Hebrew / Israeli Literature and Culture I,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",MOD 402,Topics in Modern Hebrew / Israeli Literature and Culture II,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",JEWISH 430,Intermediate Topics in Jewish Literature,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",JEWISH 432,Intermediate Topics in Jewish Philosophy and the Arts,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",PHILOS 442,Moral Philosophy and the Holocaust,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",BIB 513,"Biblical Texts, Poetry",
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",BIB 514,"Biblical Texts, Poetry",
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",JEWISH 630,Advanced Topics in Jewish Literature,
"Jewish Studies, B.A.","Literature, Philosophy, and the Arts",JEWISH 632,Advanced Topics in Jewish Philosophy and the Arts,
"Jewish Studies, B.A.",History and Social Science,HISTORY 213,Jews and American Pop. Culture,
"Jewish Studies, B.A.",History and Social Science,HISTORY 219,The American Jewish Experience: From Shtetl to Suburb,
"Jewish Studies, B.A.",History and Social Science,ST 340,The American Jewish Life of DNA,
"Jewish Studies, B.A.",History and Social Science,HISTORY 220,Introduction to Modern Jewish History,
"Jewish Studies, B.A.",History and Social Science,JEWISH 231,Elementary Topics in Jewish History,
"Jewish Studies, B.A.",History and Social Science,JEWISH 233,Elementary Topics in Jewish Studies: Social Sciences,
"Jewish Studies, B.A.",History and Social Science,CLASSICS 241,Introduction to Biblical Archaeology,
"Jewish Studies, B.A.",History and Social Science,ST 278,Food in Rabbinic Judaism,
"Jewish Studies, B.A.",History and Social Science,HISTORY 310,The Holocaust,
"Jewish Studies, B.A.",History and Social Science,SOC 423,Modern Jewish Thought,
"Jewish Studies, B.A.",History and Social Science,JEWISH 431,Intermediate Topics in Jewish History,
"Jewish Studies, B.A.",History and Social Science,JEWISH 433,Intermediate Topics in Jewish Studies: Social Sciences,
"Jewish Studies, B.A.",History and Social Science,CLASSICS 451,Biblical Archaeology,
"Jewish Studies, B.A.",History and Social Science,HISTORY 518,"Anti-Semitism in European Culture, 1700-1945",
"Jewish Studies, B.A.",History and Social Science,JEWISH 631,Advanced Topics in Jewish History,
"Jewish Studies, B.A.",Modern Hebrew,MOD 101,First Semester Hebrew,
"Jewish Studies, B.A.",Modern Hebrew,MOD 102,Second Semester Hebrew,
"Jewish Studies, B.A.",Modern Hebrew,MOD 201,Third Semester Hebrew,
"Jewish Studies, B.A.",Modern Hebrew,MOD 202,Fourth Semester Hebrew,
"Jewish Studies, B.A.",Modern Hebrew,JEWISH 301,Introduction to Hebrew Literature,
"Jewish Studies, B.A.",Modern Hebrew,JEWISH 302,Introduction to Hebrew Literature,
"Jewish Studies, B.A.",Modern Hebrew,JEWISH 401,Topics in Modern Hebrew / Israeli Literature and Culture I,
"Jewish Studies, B.A.",Modern Hebrew,JEWISH 402,Topics in Modern Hebrew / Israeli Literature and Culture II,
"Jewish Studies, B.A.",Core Seminar,JEWISH 350,What Is Jewish Studies?,
"Jewish Studies, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ST 203,"Jewish Law, Business, and Ethics",
"Jewish Studies, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ST 211,Introduction to Judaism,
"Jewish Studies, B.S.",Gateway Course,ST 203,"Jewish Law, Business, and Ethics",
"Jewish Studies, B.S.",Gateway Course,ST 211,Introduction to Judaism,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",LITTRANS 269,Yiddish Literature and Culture in Europe,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ST 278,Food in Rabbinic Judaism,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",LITTRANS 279,Yiddish Literature and Culture in America,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",LITTRANS 318,Modern Jewish Literature,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ST 340,The American Jewish Life of DNA,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ENGL 370,Jewish Humor,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ST 435,Jewish Philosophy from Antiquity to the Seventeenth Century,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",GERMAN 510,German-Jewish Culture Since the 18th Century,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ENGL 539,Jewish Literatures in Diaspora,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ENGL 593,Literature of Jewish Identity in America,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ST 227,Introduction to Biblical Literature (in English),
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",JEWISH 230,Elementary Topics in Jewish Literature,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",JEWISH 232,Elementary Topics in Jewish Philosophy and the Arts,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",JEWISH 236,Bascom Course,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",MOD 301,Introduction to Hebrew Literature,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",MOD 302,Introduction to Hebrew Literature,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ST 328,Classical Rabbinic Literature in Translation,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ST 332,Prophets of the Bible,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ST 335,King David in History and Tradition,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",ST 346,Jewish Literature of the Greco-Roman Period,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",JEWISH 356,"Jerusalem, Holy City of Conflict and Desire",
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",LITTRANS 367,Israeli Fiction in Translation,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",MOD 401,Topics in Modern Hebrew / Israeli Literature and Culture I,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",MOD 402,Topics in Modern Hebrew / Israeli Literature and Culture II,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",JEWISH 430,Intermediate Topics in Jewish Literature,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",JEWISH 432,Intermediate Topics in Jewish Philosophy and the Arts,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",PHILOS 442,Moral Philosophy and the Holocaust,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",BIB 513,"Biblical Texts, Poetry",
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",BIB 514,"Biblical Texts, Poetry",
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",JEWISH 630,Advanced Topics in Jewish Literature,
"Jewish Studies, B.S.","Literature, Philosophy, and the Arts",JEWISH 632,Advanced Topics in Jewish Philosophy and the Arts,
"Jewish Studies, B.S.",History and Social Science,HISTORY 213,Jews and American Pop. Culture,
"Jewish Studies, B.S.",History and Social Science,HISTORY 219,The American Jewish Experience: From Shtetl to Suburb,
"Jewish Studies, B.S.",History and Social Science,ST 340,The American Jewish Life of DNA,
"Jewish Studies, B.S.",History and Social Science,HISTORY 220,Introduction to Modern Jewish History,
"Jewish Studies, B.S.",History and Social Science,JEWISH 231,Elementary Topics in Jewish History,
"Jewish Studies, B.S.",History and Social Science,JEWISH 233,Elementary Topics in Jewish Studies: Social Sciences,
"Jewish Studies, B.S.",History and Social Science,CLASSICS 241,Introduction to Biblical Archaeology,
"Jewish Studies, B.S.",History and Social Science,ST 278,Food in Rabbinic Judaism,
"Jewish Studies, B.S.",History and Social Science,HISTORY 310,The Holocaust,
"Jewish Studies, B.S.",History and Social Science,SOC 423,Modern Jewish Thought,
"Jewish Studies, B.S.",History and Social Science,JEWISH 431,Intermediate Topics in Jewish History,
"Jewish Studies, B.S.",History and Social Science,JEWISH 433,Intermediate Topics in Jewish Studies: Social Sciences,
"Jewish Studies, B.S.",History and Social Science,CLASSICS 451,Biblical Archaeology,
"Jewish Studies, B.S.",History and Social Science,HISTORY 518,"Anti-Semitism in European Culture, 1700-1945",
"Jewish Studies, B.S.",History and Social Science,JEWISH 631,Advanced Topics in Jewish History,
"Jewish Studies, B.S.",Modern Hebrew,MOD 101,First Semester Hebrew,
"Jewish Studies, B.S.",Modern Hebrew,MOD 102,Second Semester Hebrew,
"Jewish Studies, B.S.",Modern Hebrew,MOD 201,Third Semester Hebrew,
"Jewish Studies, B.S.",Modern Hebrew,MOD 202,Fourth Semester Hebrew,
"Jewish Studies, B.S.",Modern Hebrew,JEWISH 301,Introduction to Hebrew Literature,
"Jewish Studies, B.S.",Modern Hebrew,JEWISH 302,Introduction to Hebrew Literature,
"Jewish Studies, B.S.",Modern Hebrew,JEWISH 401,Topics in Modern Hebrew / Israeli Literature and Culture I,
"Jewish Studies, B.S.",Modern Hebrew,JEWISH 402,Topics in Modern Hebrew / Israeli Literature and Culture II,
"Jewish Studies, B.S.",Core Seminar,JEWISH 350,What Is Jewish Studies?,
"Journalism, JBA",introductory requirements,JOURN 201,Introduction to Mass Communication,4
"Journalism, JBA",introductory requirements,JOURN 202,Mass Communication Practices,6
"Journalism, JBA",introductory requirements,JOURN 203,Information for Communication,3
"Journalism, JBA",Tracks,JOURN 335,Principles and Practices of Reporting,4
"Journalism, JBA",Tracks,JOURN 401,In-Depth Reporting,
"Journalism, JBA",Tracks,JOURN 404,Interpretation of Contemporary Affairs,
"Journalism, JBA",Tracks,JOURN 405,Creative Nonfiction,
"Journalism, JBA",Tracks,JOURN 411,Multimedia Design,
"Journalism, JBA",Tracks,JOURN 417,Magazine Publishing,
"Journalism, JBA",Tracks,JOURN 420,Investigative Reporting,
"Journalism, JBA",Tracks,JOURN 425,Video Journalism,
"Journalism, JBA",Tracks,JOURN 426,Community-Based Reporting,
"Journalism, JBA",Tracks,JOURN 453,Strategic Media Relations,
"Journalism, JBA",Tracks,JOURN 455,Emerging Media and the News,
"Journalism, JBA",Tracks,JOURN 456,Long Form Video,
"Journalism, JBA",Tracks,JOURN 457,Storytelling Through Sound,
"Journalism, JBA",Tracks,JOURN 475,Special Topics in Advanced Concepts and Skills 2,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",HISTORY 560,History of U.S. Media,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 561,Mass Communication and Society,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 563,Law of Mass Communication,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 564,Media and the Consumer,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 565,Effects of Mass Communication,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 566,Communication and Public Opinion,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",HDFS 616,Mass Media and Youth,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 618,Mass Communication and Political Behavior,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 620,International Communication,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 658,Communication Research Methods,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",AM 662,Mass Media and Minorities,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 669,Literary Aspects of Journalism,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 675,Topics in Government and Mass Media,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 676,Special Topics in Mass Communication,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",LSC 617,Health Communication in the Information Age,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 622,The Impact of Emerging Media,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 664,Social Networks in Communication,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 670,Community Service Learning: Technology for Social Change,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",S 677,Concepts and Tools for Data Analysis and Visualization,
"Journalism, JBA","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 678,Legal & Ethical Dimensions of Emerging Media,
"Journalism, JBS",introductory requirements,JOURN 201,Introduction to Mass Communication,4
"Journalism, JBS",introductory requirements,JOURN 202,Mass Communication Practices,6
"Journalism, JBS",introductory requirements,JOURN 203,Information for Communication,3
"Journalism, JBS",Tracks,JOURN 335,Principles and Practices of Reporting,4
"Journalism, JBS",Tracks,JOURN 401,In-Depth Reporting,
"Journalism, JBS",Tracks,JOURN 404,Interpretation of Contemporary Affairs,
"Journalism, JBS",Tracks,JOURN 405,Creative Nonfiction,
"Journalism, JBS",Tracks,JOURN 411,Multimedia Design,
"Journalism, JBS",Tracks,JOURN 417,Magazine Publishing,
"Journalism, JBS",Tracks,JOURN 420,Investigative Reporting,
"Journalism, JBS",Tracks,JOURN 425,Video Journalism,
"Journalism, JBS",Tracks,JOURN 426,Community-Based Reporting,
"Journalism, JBS",Tracks,JOURN 453,Strategic Media Relations,
"Journalism, JBS",Tracks,JOURN 455,Emerging Media and the News,
"Journalism, JBS",Tracks,JOURN 456,Long Form Video,
"Journalism, JBS",Tracks,JOURN 457,Storytelling Through Sound,
"Journalism, JBS",Tracks,JOURN 475,Special Topics in Advanced Concepts and Skills 2,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",HISTORY 560,History of U.S. Media,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 561,Mass Communication and Society,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 563,Law of Mass Communication,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 564,Media and the Consumer,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 565,Effects of Mass Communication,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 566,Communication and Public Opinion,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",HDFS 616,Mass Media and Youth,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 618,Mass Communication and Political Behavior,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 620,International Communication,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 658,Communication Research Methods,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",AM 662,Mass Media and Minorities,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 669,Literary Aspects of Journalism,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 675,Topics in Government and Mass Media,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 676,Special Topics in Mass Communication,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",LSC 617,Health Communication in the Information Age,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 622,The Impact of Emerging Media,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 664,Social Networks in Communication,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 670,Community Service Learning: Technology for Social Change,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",S 677,Concepts and Tools for Data Analysis and Visualization,
"Journalism, JBS","PERSPECTIVES, TOPICS AND ADVANCES",JOURN 678,Legal & Ethical Dimensions of Emerging Media,
"Landscape and Urban Studies, B.A.",Non–L&S students pursuing an L&S major,ARC 211,Shaping the Built Environment,3
"Landscape and Urban Studies, B.A.",Non–L&S students pursuing an L&S major,PL 215,Welcome to Your Urban Future,3
"Landscape and Urban Studies, B.A.",Non–L&S students pursuing an L&S major,ARC 250,Survey of Landscape Architecture Design,3
"Landscape and Urban Studies, B.A.",Non–L&S students pursuing an L&S major,ARC 260,History of Landscape Architecture,3
"Landscape and Urban Studies, B.A.",introductory courses,ARC 211,Shaping the Built Environment,3
"Landscape and Urban Studies, B.A.",introductory courses,PL 215,Welcome to Your Urban Future,3
"Landscape and Urban Studies, B.A.",introductory courses,ARC 250,Survey of Landscape Architecture Design,3
"Landscape and Urban Studies, B.A.",introductory courses,ARC 260,History of Landscape Architecture,3
"Landscape and Urban Studies, B.A.",Biological and Physical Environment,BOTANY 100,Survey of Botany,
"Landscape and Urban Studies, B.A.",Biological and Physical Environment,ZOOLOGY 260,Introductory Ecology,
"Landscape and Urban Studies, B.A.",Biological and Physical Environment,GEOG 338,Environmental Biogeography,
"Landscape and Urban Studies, B.A.",Biological and Physical Environment,ST 339,Environmental Conservation,
"Landscape and Urban Studies, B.A.",Biological and Physical Environment,GEOG 230,Soil: Ecosystem and Resource,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,HIST 457,History of American Vernacular Architecture and Landscapes,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,DS 221,Person and Environment Interactions,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,ECON 101,Principles of Microeconomics,
